CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Contract Period
6857-VWJDT,Santa Cruz,95060,36.993451,-122.098858,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,1,87,3473,Attitude of service provider,1
5624-BQSSA,Santa Cruz,95065,37.031404,-121.981865,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,Yes,1,70,4285,Attitude of support person,1
2408-WITXK,San Jose,95110,37.34667,-121.910019,Female,Yes,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,1,92,3244,Deceased,1
5577-OTWWW,San Jose,95120,37.186141,-121.843554,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Yes,1,69,2428,Moved,1
6100-QQHEB,San Jose,95121,37.304681,-121.809955,Male,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,Yes,1,99,5775,Moved,1
2634-HCZGT,San Jose,95126,37.327069,-121.916819,Male,Yes,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,Yes,1,77,5271,Moved,12
7503-QQRVF,San Jose,95127,37.375156,-121.795867,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Yes,1,81,2076,Competitor had better devices,1
2691-NZETQ,San Jose,95130,37.277592,-121.986477,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,Yes,1,89,2752,Competitor offered higher download speeds,1
4404-HIBDJ,San Jose,95131,37.387027,-121.897775,Female,No,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,1863.8,Yes,1,85,5175,Competitor offered more data,12
7295-JOMMD,San Jose,95135,37.28682,-121.723877,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Yes,1,87,2895,Competitor made better offer,1
5013-SBUIH,Stockton,95202,37.959706,-121.287669,Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,Yes,1,84,5855,Competitor had better devices,24
0709-TVGUR,Stockton,95207,38.002125,-121.324979,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Yes,1,69,3145,Competitor had better devices,1
6023-YEBUP,Stockton,95210,38.033219,-121.297433,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,Yes,1,81,5351,Competitor offered higher download speeds,1
7209-JCUDS,Stockton,95212,38.049457,-121.21653,Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,1,83,2832,Competitor offered higher download speeds,1
3001-CBHLQ,Angels Camp,95222,38.071327,-120.632221,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,Yes,1,79,3966,Competitor offered higher download speeds,1
6158-DWPZT,Avery,95224,38.208336,-120.339938,Male,No,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,Yes,1,82,3195,Competitor offered more data,12
3763-GCZHZ,Hathaway Pines,95233,38.184914,-120.364085,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890.0,Yes,1,95,5504,Competitor offered more data,12
0772-GYEQQ,Lodi,95240,38.123544,-121.159078,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,1,93,5202,Competitor offered more data,1
4831-EOBFE,Mountain Ranch,95246,38.264262,-120.515133,Male,No,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes,1,70,5150,Don't know,1
4102-OQUPX,Sheep Ranch,95250,38.244806,-120.417301,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,91,5429,Competitor made better offer,1
9170-GYZJC,Vallecito,95251,38.055562,-120.456298,Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,1,84,4734,Price too high,1
3999-QGRJH,Ballico,95303,37.4695,-120.672724,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes,1,88,3068,Product dissatisfaction,1
2454-RPBRZ,Catheys Valley,95306,37.394411,-120.127262,Female,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes,1,97,2709,Service dissatisfaction,1
2002-MZHWP,Delhi,95315,37.422961,-120.765493,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes,1,76,3820,Lack of self-service on Website,1
2265-CYWIV,Hickman,95323,37.605926,-120.69955,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,1,77,4708,Network reliability,1
2004-OCQXK,Merced,95348,37.40122,-120.514191,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,1,85,5622,Limited range of services,1
5027-QPKTE,Modesto,95350,37.671806,-121.007575,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes,1,82,4292,Lack of affordable download/upload speed,1
2672-HUYVI,Newman,95360,37.343846,-121.039391,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,1,68,2266,Long distance charges,1
7508-MYBOG,Patterson,95363,37.410236,-121.320337,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,1,89,2177,Extra data charges,1
0148-DCDOS,Planada,95365,37.329725,-120.306399,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,1,82,5641,Price too high,1
9992-RRAMN,Riverbank,95367,37.734971,-120.954271,Male,No,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,Yes,1,68,5248,Product dissatisfaction,1
0310-MVLET,Snelling,95369,37.521708,-120.426843,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,1,77,5612,Service dissatisfaction,1
4550-VBOFE,Soulsbyville,95372,37.990574,-120.261821,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes,1,99,5005,Lack of self-service on Website,1
5696-QURRL,Waterford,95386,37.669516,-120.626964,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,1,73,2644,Network reliability,1
7409-KIUTL,Westley,95387,37.546007,-121.28257,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,72,5345,Don't know,1
1732-VHUBQ,Yosemite National Park,95389,37.704267,-119.607001,Female,Yes,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes,1,82,4457,Don't know,1
0495-RVCBF,Santa Rosa,95401,38.460517,-122.790335,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,1,75,2066,Don't know,1
7854-EDSSA,Santa Rosa,95404,38.526941,-122.709096,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,Yes,1,77,2195,Poor expertise of online support,1
8869-TORSS,Santa Rosa,95405,38.439696,-122.668817,Female,No,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,Yes,1,69,2681,Poor expertise of phone support,12
0679-IDSTG,Branscomb,95417,39.710591,-123.682799,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,1,87,4568,Price too high,1
2115-BFTIW,Clearlake Oaks,95423,39.07116,-122.598542,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,Yes,1,75,4881,Product dissatisfaction,1
0611-DFXKO,Comptche,95427,39.239818,-123.565432,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,Yes,1,78,4594,Service dissatisfaction,1
7780-OTDSO,Covelo,95428,39.83307,-123.178765,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,1,86,2421,Lack of self-service on Website,1
9747-DDZOS,Eldridge,95431,38.348884,-122.51699,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,1,74,4378,Network reliability,1
0564-JJHGS,Guerneville,95446,38.52576,-123.013347,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes,1,90,5007,Limited range of services,1
3348-CFRNX,Healdsburg,95448,38.618347,-122.908422,Female,No,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes,1,71,2990,Lack of affordable download/upload speed,1
1428-GTBJJ,Jenner,95450,38.505995,-123.187019,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,1,81,4601,Long distance charges,1
8802-UNOJF,Philo,95466,39.094102,-123.500853,Male,Yes,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes,1,78,5565,Extra data charges,1
6313-GIDIT,Point Arena,95468,38.911299,-123.609588,Male,Yes,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes,1,65,6280,Price too high,1
2845-AFFTX,Westport,95488,39.724433,-123.767578,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,1,76,4726,Product dissatisfaction,1
2249-YPRNG,The Sea Ranch,95497,38.696659,-123.436861,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,1,84,4223,Service dissatisfaction,1
7410-YTJIK,Eureka,95501,40.796621,-124.15428,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,Yes,1,75,2872,Lack of self-service on Website,1
4626-GYCZP,Eureka,95503,40.737431,-124.108897,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,1,79,3506,Network reliability,1
5590-BYNII,Bayside,95524,40.825486,-124.049485,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,1,98,4152,Don't know,1
3237-AJGEH,Bridgeville,95526,40.372532,-123.525626,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,1,67,5122,Don't know,1
1591-NFNLQ,Crescent City,95531,41.701223,-124.003393,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,1,91,4769,Don't know,1
2815-CPTUL,Gasquet,95543,41.867908,-123.794144,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,1,89,3684,Price too high,1
0596-BQCEQ,Hydesville,95547,40.557314,-124.081662,Female,No,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes,1,93,4120,Product dissatisfaction,1
1481-ZUWZA,Klamath,95548,41.572813,-124.035011,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,1,80,5433,Service dissatisfaction,1
2309-OSFEU,Smith River,95567,41.950683,-124.097094,Male,No,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,1,84,2529,Lack of self-service on Website,1
1891-FZYSA,Piercy,95587,39.955587,-123.681175,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes,1,82,6363,Network reliability,1
7613-LLQFO,Amador City,95601,38.431407,-120.8421,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,1,100,3330,Limited range of services,1
2640-PMGFL,West Sacramento,95605,38.592745,-121.540036,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,1,100,2518,Lack of affordable download/upload speed,1
3801-HMYNL,Brooks,95606,38.809804,-122.241383,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes,1,68,3123,Long distance charges,1
9685-WKZGT,Carmichael,95608,38.626128,-121.328011,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,1,70,2075,Extra data charges,1
6022-UGGSO,Citrus Heights,95610,38.69508,-121.271616,Female,Yes,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,1,90,2091,Price too high,1
4484-CGXFK,El Dorado,95623,38.63153,-120.842609,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,1,96,3190,Product dissatisfaction,1
6214-EDAKZ,Elverta,95626,38.734997,-121.463719,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,Yes,1,79,5115,Service dissatisfaction,1
6127-ISGTU,Garden Valley,95633,38.852544,-120.837669,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,1,67,3075,Lack of self-service on Website,1
8740-XLHDR,Greenwood,95635,38.921333,-120.897718,Male,No,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,1,67,5824,Network reliability,1
1208-DNHLN,Grizzly Flats,95636,38.636102,-120.522149,Male,No,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,1,83,4580,Don't know,12
1761-AEZZR,Guinda,95637,38.830739,-122.196202,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,1,72,5593,Don't know,1
3923-CSIHK,Herald,95638,38.313447,-121.123886,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,1,94,5746,Don't know,1
7120-RFMVS,Isleton,95641,38.154823,-121.601358,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,73,4340,Price too high,1
7317-GGVPB,Lotus,95651,38.815515,-120.916997,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,1,97,4982,Product dissatisfaction,24
1322-AGOQM,Mather,95655,38.549822,-121.266725,Male,No,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,1,95,2243,Service dissatisfaction,1
3677-IYRBF,Newcastle,95658,38.883224,-121.15918,Female,Yes,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,1,90,4002,Lack of self-service on Website,1
5692-FPTAH,Nicolaus,95659,38.788898,-121.608624,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,1,67,2168,Network reliability,1
1550-LOAHA,Orangevale,95662,38.689174,-121.218435,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,1,74,4017,Limited range of services,1
0268-QKIWO,Pilot Hill,95664,38.803731,-121.043799,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes,1,83,2647,Lack of affordable download/upload speed,1
0876-WDUUZ,Pine Grove,95665,38.400264,-120.641274,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,1,90,3716,Long distance charges,1
0617-FHSGK,Rancho Cordova,95670,38.602723,-121.279913,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,1,90,5283,Extra data charges,1
2858-MOFSQ,Rio Oso,95674,38.954144,-121.482536,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,Yes,1,76,5472,Price too high,12
8118-LSUEL,Roseville,95678,38.759751,-121.288545,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,1,79,5507,Product dissatisfaction,1
7005-CCBKV,Thornton,95686,38.157794,-121.520223,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,1,77,4539,Service dissatisfaction,1
4250-FDVOU,Woodland,95695,38.71967,-121.862416,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,1,95,4110,Lack of self-service on Website,1
5277-ZLOOR,Applegate,95703,38.983388,-120.988814,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,1,86,5512,Network reliability,1
2141-RRYGO,Camino,95709,38.748316,-120.675512,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,1,76,5274,Don't know,1
6376-GAHQE,Dutch Flat,95714,39.197215,-120.83679,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,1,65,2140,Don't know,1
5052-PNLOS,Echo Lake,95721,38.851842,-120.076204,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,1,65,3662,Don't know,1
6979-ZNSFF,Pollock Pines,95726,38.733908,-120.453416,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,69,2545,Price too high,1
2386-LAHRK,Weimar,95736,39.00978,-120.978273,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,1,80,5094,Product dissatisfaction,1
6032-IGALN,Granite Bay,95746,38.749466,-121.184196,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,1,79,4769,Service dissatisfaction,1
4248-HCETZ,Sacramento,95814,38.584505,-121.491956,Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,1,73,2174,Lack of self-service on Website,1
0516-WJVXC,Sacramento,95818,38.556306,-121.495817,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,1,78,5476,Network reliability,1
9174-FKWZE,Sacramento,95819,38.567594,-121.437507,Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,1,78,3848,Limited range of services,1
8809-RIHDD,Sacramento,95827,38.549185,-121.328386,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,1,83,5055,Lack of affordable download/upload speed,24
4822-NGOCH,Sacramento,95831,38.494832,-121.529447,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,74,5801,Long distance charges,1
5307-DZCVC,Sacramento,95835,38.685069,-121.543709,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,1,74,2431,Extra data charges,1
8679-JOEVF,Sacramento,95838,38.646096,-121.442433,Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1,87,5556,Price too high,1
1432-FPAXX,Beale Afb,95903,39.125311,-121.392283,Female,No,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,1,77,3615,Product dissatisfaction,1
4803-AXVYP,Butte City,95920,39.449794,-121.936372,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,1,100,3474,Service dissatisfaction,1
3884-HCSWG,Camptonville,95922,39.432127,-121.099287,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,1,70,4390,Lack of self-service on Website,1
5077-DXTCG,Challenge,95925,39.461768,-121.195825,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,1,86,2293,Network reliability,1
1142-WACZW,Chico,95926,39.745712,-121.84333,Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,95,4268,Don't know,1
5649-ANRML,Clipper Mills,95930,39.562239,-121.14836,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,90,4486,Don't know,1
4892-VLANZ,Colusa,95932,39.273096,-122.050763,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,1,96,5600,Don't know,1
2919-HBCJO,Downieville,95936,39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,97,4580,Moved,1
4236-XPXAV,Dunnigan,95937,38.931425,-121.946081,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,74,2283,Moved,1
3030-YZADT,Grass Valley,95949,39.099204,-121.137962,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,1,66,5023,Competitor had better devices,1
7410-KTVFV,Grimes,95950,39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,97,2815,Competitor offered higher download speeds,1
8393-DLHGA,Palermo,95968,39.435756,-121.552071,Male,No,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,68,2241,Competitor offered more data,1
7395-IGJOS,Quincy,95971,39.971228,-121.041166,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,79,3443,Competitor made better offer,1
2834-SPCJV,Rough And Ready,95975,39.225634,-121.156163,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,75,6216,Competitor had better devices,1
7890-VYYWG,Sutter,95982,39.172777,-121.805845,Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,89,3766,Competitor had better devices,1
9907-SWKKF,Twain,95984,40.022184,-121.062384,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,65,4842,Competitor offered higher download speeds,1
0587-DMGBH,Willows,95988,39.493991,-122.286363,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,75,2269,Competitor offered higher download speeds,1
